year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2013,Toyota,Corolla,LE,sedan,automatic,5yfbu4ee3dp107466,AZ,2.3,47746,white,gray,the hertz corporation,10200,9200,Thu Jun 04 2015 05:30:00 GMT-0700 (PDT)
2013,Toyota,Corolla,LE,Sedan,automatic,2t1bu4ee9dc967369,OH,3.9,21207,gray,gray,toyota financial services,12500,12300,Tue Feb 17 2015 01:30:00 GMT-0800 (PST)
2013,Toyota,Corolla,S,Sedan,automatic,5yfbu4ee2dp157906,FL,3.2,38334,silver,black,the hertz corporation,13050,12501,Tue Feb 17 2015 01:30:00 GMT-0800 (PST)
2013,Toyota,Corolla,S,Sedan,automatic,2t1bu4ee2dc983851,GA,4.2,29445,gray,black,onesource/lagrange toyota inc,13250,13400,Thu Jan 15 2015 02:00:00 GMT-0800 (PST)
2013,Toyota,Corolla,S Special Edition,Sedan,automatic,2t1bu4ee9dc045362,NJ,3.3,55711,gray,gray,the hertz corporation,10050,9900,Wed May 27 2015 02:30:00 GMT-0700 (PDT)
2013,Toyota,Corolla,LE,Sedan,automatic,2t1bu4ee5dc032656,FL,2.9,55984,silver,gray,the hertz corporation,9950,9800,Thu May 28 2015 04:45:00 GMT-0700 (PDT)
2013,Toyota,Corolla,LE,Sedan,automatic,5yfbu4ee5dp181617,TX,3.5,32961,white,gray,checker leasing dba avis rac,11750,12200,Wed Jan 07 2015 10:15:00 GMT-0800 (PST)
2013,Toyota,Corolla,S,Sedan,automatic,5yfbu4ee0dp138111,CA,4.4,23376,white,gray,high bid trading co inc,13750,15000,Wed Feb 25 2015 04:15:00 GMT-0800 (PST)
2013,Toyota,Corolla,LE,Sedan,automatic,5yfbu4ee4dp157308,MO,3.5,45949,blue,gray,bob's rentals inc/avis systems licensee,11000,10800,Wed Jan 07 2015 10:30:00 GMT-0800 (PST)
2013,Toyota,Corolla,S,Sedan,automatic,2t1bu4eexdc043183,WA,3.8,37179,white,black,dollar rac/seattle,13000,14000,Wed Feb 18 2015 04:55:00 GMT-0800 (PST)
2013,Toyota,Corolla,LE,sedan,automatic,5yfbu4ee1dp149392,FL,4.4,17605,blue,beige,deluca toyota,12000,12400,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT)
2013,Toyota,Corolla,LE,Sedan,automatic,5yfbu4ee0dp186918,TX,3.6,40786,white,black,checker leasing dba avis rac,11300,11400,Wed Dec 31 2014 10:15:00 GMT-0800 (PST)
2013,Toyota,Corolla,LE,sedan,automatic,5yfbu4ee2dp095570,FL,3.5,62038,gray,gray,the hertz corporation,9200,9300,Wed Jun 17 2015 02:10:00 GMT-0700 (PDT)
2013,Toyota,Corolla,LE,Sedan,automatic,2t1bu4ee5dc057279,PA,2.8,48417,silver,gray,the hertz corporation,11150,10900,Fri Feb 27 2015 01:00:00 GMT-0800 (PST)
2013,Toyota,Corolla,S,Sedan,automatic,2t1bu4ee8dc042565,OH,3.6,39409,black,black,byers car rentals llc,13100,12500,Tue Mar 03 2015 01:30:00 GMT-0800 (PST)
2013,Toyota,Corolla,S,Sedan,automatic,5yfbu4ee5dp076964,GA,3.7,31886,black,black,td auto finance,13300,12600,Thu Feb 19 2015 02:00:00 GMT-0800 (PST)
2013,Toyota,Corolla,L,Sedan,automatic,2t1bu4ee8dc109424,GA,4.4,10834,black,beige,world omni financial corporation,12250,12400,Thu Jan 15 2015 02:00:00 GMT-0800 (PST)
2013,Toyota,Corolla,LE,Sedan,automatic,5yfbu4ee7dp139451,OH,4.4,41020,black,gray,frankfort toyota,11500,11000,Tue Jan 13 2015 09:30:00 GMT-0800 (PST)
2014,Toyota,Corolla,LE,Sedan,automatic,5yfburhexep092538,FL,4.2,27760,red,gray,avis corporation,13400,13800,Thu Mar 05 2015 01:15:00 GMT-0800 (PST)
2014,Toyota,Corolla,LE,Sedan,automatic,5yfburhe2ep096017,TN,4.2,28578,â€”,gray,toyota financial services/avis budget group-open,12750,12800,Wed Jun 03 2015 03:30:00 GMT-0700 (PDT)
2014,Toyota,Corolla,L,sedan,automatic,2t1burhe6ec028058,FL,3.2,32165,black,beige,santander consumer,11450,11000,Thu Jun 11 2015 02:35:00 GMT-0700 (PDT)
2014,Toyota,Corolla,LE,sedan,automatic,5yfburhe8ep065466,AZ,3.9,31482,silver,gray,enterprise veh exchange/rental,12500,12700,Thu Jun 11 2015 05:00:00 GMT-0700 (PDT)
2014,Toyota,Corolla,S,sedan,automatic,5yfburhe5ep102764,NV,4.6,9334,white,blue,henderson chevrolet company,15500,15000,Fri Jun 05 2015 04:55:00 GMT-0700 (PDT)
2014,Toyota,Corolla,S,Sedan,NA,2t1burhe2ec076558,PA,3.7,16512,blue,black,toyota financial services,15200,14900,Fri Jan 09 2015 09:00:00 GMT-0800 (PST)
2014,Toyota,Corolla,LE,Sedan,automatic,5yfburhe2ep128576,PA,3.9,35115,white,gray,avis corporation,12700,12400,Fri May 22 2015 02:00:00 GMT-0700 (PDT)
2014,Toyota,Corolla,LE,sedan,automatic,2t1burhe0ec158448,PA,3.6,29399,white,gray,avis corporation,12450,12600,Fri Jun 19 2015 02:00:00 GMT-0700 (PDT)
2014,Toyota,Corolla,LE,Sedan,automatic,2t1burhe3ec221199,PA,4.9,8692,black,beige,toyota financial services,14300,14400,Fri Mar 06 2015 01:00:00 GMT-0800 (PST)
2014,Toyota,Corolla,LE,Sedan,automatic,5yfburhe5ep159899,WI,2,4433,red,gray,enterprise vehicle exchange / tra / rental / tulsa,14550,7300,Wed Jan 14 2015 01:00:00 GMT-0800 (PST)
2014,Toyota,Corolla,L,Sedan,automatic,2t1burhe1ec017467,FL,3.9,20238,black,gray,santander consumer,12900,12500,Thu Jan 08 2015 01:30:00 GMT-0800 (PST)
2014,Toyota,Corolla,LE,Sedan,automatic,5yfburhe1ep075451,LA,5,4250,green,â€”,"consolidated asset recovery systems, inc.",14500,14800,Thu Feb 26 2015 03:00:00 GMT-0800 (PST)
2014,Toyota,Corolla,LE,Sedan,automatic,2t1burhe4ec035476,FL,4.2,42216,white,gray,avis corporation,12250,12900,Thu Jan 15 2015 02:30:00 GMT-0800 (PST)
2014,Toyota,Corolla,LE,Sedan,automatic,2t1burhe9ec126002,FL,3.3,24859,silver,gray,world omni financial corporation,13450,13300,Tue Feb 24 2015 01:30:00 GMT-0800 (PST)
2014,Toyota,Corolla,LE,Sedan,automatic,5yfburhe1ep082612,MO,3.9,36050,silver,gray,toyota financial services/avis budget group-open,12200,12600,Wed Jun 17 2015 03:30:00 GMT-0700 (PDT)
2014,Toyota,Corolla,LE,Sedan,automatic,5yfburhe6ep098482,GA,3.6,2932,black,brown,toyota financial services,14650,13600,Tue Dec 30 2014 13:00:00 GMT-0800 (PST)
2014,Toyota,Corolla,LE,Sedan,automatic,5yfburhe4ep090803,MO,3.8,12476,red,tan,toyota financial services,14050,13200,Wed Jan 28 2015 02:30:00 GMT-0800 (PST)
2014,Toyota,Corolla,LE,Sedan,NA,5yfburhe5ep091507,FL,4.1,31362,red,gray,southeastern car & truck rental,13250,13400,Tue Mar 03 2015 02:15:00 GMT-0800 (PST)
2014,Toyota,Corolla,LE,Sedan,automatic,5yfburhexep074962,GA,3.5,31922,gray,gray,avis corporation,13200,13000,Thu Mar 05 2015 01:30:00 GMT-0800 (PST)
2014,Toyota,Corolla,LE,Sedan,automatic,5yfburhexep067946,NJ,3,34161,blue,gray,avis corporation,12500,12600,Wed Jun 03 2015 02:30:00 GMT-0700 (PDT)
2014,Toyota,Corolla,LE Plus,Sedan,automatic,2t1burhe3ec008611,MN,4.7,35526,white,gray,enterprise veh exchange/rental,12650,13000,Thu Jan 08 2015 10:30:00 GMT-0800 (PST)
2014,Toyota,Corolla,LE Eco,Sedan,automatic,5yfbprhe0ep047034,MO,1.9,1472,white,beige,toyota financial services,15450,13900,Wed Feb 25 2015 02:30:00 GMT-0800 (PST)
2014,Toyota,Corolla,LE Eco,Sedan,automatic,2t1bprhe1ec194155,GA,4.8,5715,gray,brown,world omni financial corporation,15050,15100,Thu Feb 19 2015 02:00:00 GMT-0800 (PST)
2015,Toyota,Corolla,LE,Sedan,automatic,2t1burhe1fc292497,FL,2,8773,black,â€”,enterprise vehicle exchange / tra / rental / tulsa,14450,11600,Tue Mar 03 2015 01:00:00 GMT-0800 (PST)
2015,Toyota,Corolla,LE,Sedan,automatic,2t1burhe9fc243760,OH,5,2719,green,tan,toyota financial services,15350,15700,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2007,Toyota,FJ Cruiser,Base,SUV,manual,jtebu11f970092995,PA,3.6,123438,silver,black,basil toyota,13800,12700,Wed Feb 25 2015 01:30:00 GMT-0800 (PST)
2007,Toyota,FJ Cruiser,Base,SUV,automatic,jtezu11f570016141,FL,4,50341,black,black,miami lakes chevrolet,15550,16300,Fri Feb 06 2015 01:20:00 GMT-0800 (PST)
2007,Toyota,FJ Cruiser,Base,SUV,automatic,jtezu11f370016266,WA,2.7,87088,black,black,lexus of bellevue,13250,14200,Wed Feb 18 2015 05:20:00 GMT-0800 (PST)
2012,Toyota,FJ Cruiser,Base,suv,automatic,jtebu4bf4ck121933,NJ,4,39848,black,black,all american ford/subaru,29200,28600,Wed Jun 03 2015 02:30:00 GMT-0700 (PDT)
2013,Toyota,FJ Cruiser,Base,SUV,automatic,jtebu4bf5dk163156,CA,3.5,36267,orange,black,avis rac/san leandro,27500,27500,Wed Feb 18 2015 04:30:00 GMT-0800 (PST)
2001,Toyota,Highlander,V6,SUV,automatic,jtehf21a510015479,FL,2.7,135580,red,gray,coggin honda of orlando,4725,4100,Tue Jan 06 2015 18:00:00 GMT-0800 (PST)
2002,Toyota,Highlander,Limited,SUV,automatic,jtegf21a220067794,FL,2,138664,blue,gray,d&a fine cars,6500,5300,Tue Feb 03 2015 01:20:00 GMT-0800 (PST)
2003,Toyota,Highlander,Base,SUV,automatic,jtegf21a630111054,NC,2.1,128461,blue,tan,hendrick honda,5575,6000,Wed Jan 07 2015 06:30:00 GMT-0800 (PST)
2003,Toyota,Highlander,Base,SUV,NA,jtegd21a530052584,FL,2.1,166096,white,gray,west financial acceptance,6000,7500,Thu Feb 12 2015 01:30:00 GMT-0800 (PST)
2003,Toyota,Highlander,Limited,SUV,automatic,jtehf21a630141627,PA,3.1,128418,silver,beige,r hollenshead auto sales inc,6175,6100,Fri Feb 13 2015 01:00:00 GMT-0800 (PST)
2003,Toyota,Highlander,Base,SUV,NA,jtehf21a930098109,PA,2.7,171090,silver,gray,grand prix suzuki,4800,4400,Tue Feb 17 2015 01:30:00 GMT-0800 (PST)
2003,Toyota,Highlander,Base,SUV,automatic,jtehf21a030146029,PA,2.8,182108,silver,gray,1 cochran of monroeville,4175,4150,Wed Feb 04 2015 04:00:00 GMT-0800 (PST)
2003,Toyota,Highlander,Base,SUV,automatic,jtehf21a830146375,NY,2.6,133863,silver,gray,mills transportation service inc,5275,4350,Wed Feb 18 2015 01:30:00 GMT-0800 (PST)
2003,Toyota,Highlander,Base,suv,automatic,jtegf21a530081691,GA,1.9,213173,blue,tan,autonation toyota mall of georgia,3900,3800,Thu Jun 18 2015 03:00:00 GMT-0700 (PDT)
2005,Toyota,Highlander,Limited,SUV,automatic,jteep21a050109601,TN,2.9,127623,â€”,beige,meridian remarketing,7225,6800,Wed Feb 04 2015 02:30:00 GMT-0800 (PST)
2005,Toyota,Highlander,Base,SUV,automatic,jtegd21a250105857,MO,3.4,115998,silver,gray,morse chevrolet inc,7125,7600,Wed Jan 14 2015 02:30:00 GMT-0800 (PST)
2005,Toyota,Highlander,Base,SUV,automatic,jtegd21a550114715,NC,2.8,189431,silver,gray,sanford honda,5625,5800,Tue Mar 03 2015 01:30:00 GMT-0800 (PST)
2006,Toyota,Highlander,Limited,SUV,automatic,jteep21ax60142509,CA,5,132383,silver,tan,martini sales and leasing,8000,9700,Thu Feb 12 2015 04:00:00 GMT-0800 (PST)
2006,Toyota,Highlander,Base,SUV,automatic,jteep21a060158461,PA,1.9,114302,green,gray,robert ss auto sales inc,8025,6000,Fri Jan 16 2015 01:00:00 GMT-0800 (PST)
2006,Toyota,Highlander,Base,SUV,automatic,jtedd21a160132956,FL,2.6,102288,gold,tan,central florida educators fcu,7250,6900,Wed Mar 04 2015 01:10:00 GMT-0800 (PST)
2006,Toyota,Highlander,Limited,SUV,automatic,jteep21a560165342,MA,3.6,89668,silver,gray,infiniti of norwood,9650,9500,Tue Jan 20 2015 01:30:00 GMT-0800 (PST)
2006,Toyota,Highlander,Base,SUV,NA,jteep21a060155074,NJ,3,97209,silver,gray,santander consumer,7925,7400,Wed Feb 11 2015 01:30:00 GMT-0800 (PST)
2006,Toyota,Highlander,Base,SUV,NA,jtegd21a260144921,CA,2.7,117352,black,beige,chaser inc,6450,6700,Wed Feb 18 2015 04:30:00 GMT-0800 (PST)
2007,Toyota,Highlander,Limited,SUV,automatic,jteep21ax70189704,NJ,2.8,103883,gray,gray,wells fargo dealer services,10650,9400,Wed Feb 25 2015 01:30:00 GMT-0800 (PST)
2007,Toyota,Highlander,Base,SUV,automatic,jtedp21a170134375,IL,2.9,92843,white,tan,wells fargo dealer services,7975,9000,Thu Jan 29 2015 02:00:00 GMT-0800 (PST)
2008,Toyota,Highlander,Base,SUV,automatic,jteds41a582032058,MD,3.6,90063,gray,tan,wells fargo dealer services,11750,11500,Tue Feb 03 2015 01:30:00 GMT-0800 (PST)
2008,Toyota,Highlander,Base,suv,automatic,jtees41a482027874,FL,1.9,117685,silver,gray,arms across america,11500,7200,Fri May 29 2015 02:15:00 GMT-0700 (PDT)
2008,Toyota,Highlander,Base,suv,automatic,jteds41a882043183,OH,3.2,66098,black,tan,santander consumer,11850,12200,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)
2009,Toyota,Highlander,Limited,SUV,automatic,jteds42a792071864,FL,2.3,82553,blue,tan,capital one auto finance,16550,18300,Wed Feb 25 2015 01:10:00 GMT-0800 (PST)
2010,Toyota,Highlander,SE,suv,automatic,5tdkk3eh5as013201,NV,4.9,59148,black,beige,cherokee auto,19250,19500,Fri Jun 05 2015 05:00:00 GMT-0700 (PDT)
2010,Toyota,Highlander,Limited,SUV,automatic,5tddk3eh5as024904,CA,3,80557,gray,gray,daimler daiichi corp,19850,19500,Tue Jan 20 2015 04:30:00 GMT-0800 (PST)
2011,Toyota,Highlander,Limited,SUV,automatic,5tddk3eh7bs092087,PA,4.3,64545,gray,gray,tdaf remarketing,24600,24000,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Toyota,Highlander,Limited,SUV,automatic,5tddk3eh9bs057860,MN,4.7,52622,gray,gray,morries subaru,25400,24900,Wed Mar 04 2015 02:30:00 GMT-0800 (PST)
2012,Toyota,Highlander,Limited,SUV,automatic,5tddk3eh1cs108222,WI,1.9,47261,black,black,toyota financial services,26500,27200,Wed Jan 14 2015 02:00:00 GMT-0800 (PST)
2012,Toyota,Highlander,SE,SUV,automatic,5tdzk3eh4cs064190,NJ,4.2,23378,gray,gray,super buy auto sales inc,24300,22500,Wed Jan 21 2015 01:30:00 GMT-0800 (PST)
2012,Toyota,Highlander,Base,SUV,automatic,5tdza3eh9cs020835,FL,3.2,39511,white,gray,world omni financial corporation,21100,19600,Tue Mar 03 2015 01:30:00 GMT-0800 (PST)
2012,Toyota,Highlander,Base,SUV,NA,5tdbk3eh2cs129393,CO,4.4,65296,silver,gray,ari,20800,21000,Tue Dec 30 2014 12:00:00 GMT-0800 (PST)
2012,Toyota,Highlander,Base,SUV,automatic,5tdbk3eh6cs123791,FL,4.7,35674,silver,gray,onesource/mega auto group inc,24000,24400,Tue Feb 24 2015 01:30:00 GMT-0800 (PST)
2012,Toyota,Highlander,Base,SUV,automatic,5tdza3eh7cs026567,OH,3.7,33819,black,gray,acra automotive group,21700,19700,Thu Feb 05 2015 02:30:00 GMT-0800 (PST)
2012,Toyota,Highlander,Limited,SUV,automatic,5tddk3eh0cs093812,WI,1.9,57887,black,black,toyota financial services,25600,21100,Wed Dec 17 2014 10:00:00 GMT-0800 (PST)
2012,Toyota,Highlander,Limited,SUV,NA,5tddk3eh7cs166268,PA,4.2,53988,white,black,r hollenshead auto sales inc,26400,26500,Fri Feb 13 2015 01:00:00 GMT-0800 (PST)
2013,Toyota,Highlander,Base,suv,NA,5tdbk3eh1ds182393,PA,4.8,35239,gray,gray,alans autos,24600,25100,Fri May 29 2015 02:00:00 GMT-0700 (PDT)
2013,Toyota,Highlander,Base,SUV,automatic,5tdbk3eh1ds207938,LA,3.7,54457,burgundy,â€”,the hertz corporation,23100,22800,Wed Jan 21 2015 02:00:00 GMT-0800 (PST)
2013,Toyota,Highlander,Limited,SUV,automatic,5tddk3eh0ds215506,AZ,3.9,33801,black,gray,world omni financial corporation,30000,30200,Thu Jan 08 2015 11:00:00 GMT-0800 (PST)
2006,Toyota,Highlander Hybrid,Limited,SUV,automatic,jtedw21a460012935,FL,3.5,153704,gold,beige,beaver toyota of st augustine,5275,4300,Tue Feb 10 2015 10:00:00 GMT-0800 (PST)
2008,Toyota,Highlander Hybrid,Limited,SUV,automatic,jteew44ax82015728,FL,3.9,91189,silver,gray,stadium toyota inc,16250,15000,Thu Dec 18 2014 09:45:00 GMT-0800 (PST)
2008,Toyota,Highlander Hybrid,Base,SUV,automatic,jteew41a882003839,PA,2,153560,white,gray,ge fleet services for itself/servicer,9200,6600,Fri Feb 13 2015 01:00:00 GMT-0800 (PST)
2012,Toyota,Highlander Hybrid,Base,SUV,automatic,jtebc3eh1c2005907,NJ,4.2,53058,gray,gray,emkay inc,23900,24800,Wed Mar 04 2015 01:30:00 GMT-0800 (PST)
2013,Toyota,Highlander Hybrid,Base,SUV,automatic,jtebc3eh2d2017131,CO,3.3,86232,gray,gray,ge fleet services for itself/servicer,18600,18000,Wed Feb 25 2015 03:30:00 GMT-0800 (PST)
2000,Toyota,Land Cruiser,Base,SUV,automatic,jt3ht05j1y0097060,CA,1.9,294989,black,beige,800 loan mart,6525,3600,Thu Mar 05 2015 04:00:00 GMT-0800 (PST)
2011,Toyota,Land Cruiser,Base,suv,NA,jtmhy7aj2b4004574,PA,4.8,34240,black,beige,adcock brothers inc,46500,48000,Fri Jun 19 2015 02:00:00 GMT-0700 (PDT)
2013,Toyota,Land Cruiser,Base,suv,automatic,jtmhy7aj9d4009130,CA,4.4,16101,white,black,aatc auto,56900,57700,Thu Jun 18 2015 05:30:00 GMT-0700 (PDT)
2001,Toyota,MR2 Spyder,Base,convertible,manual,jtdfr320010026856,NJ,2.9,120201,black,gray,lester glenn buick,3375,3100,Wed Jun 10 2015 02:30:00 GMT-0700 (PDT)
2003,Toyota,Matrix,XRS,Wagon,automatic,2t1ky38e53c114895,CA,2.7,66088,gold,black,ideal transportation,4100,5500,Wed Jan 14 2015 04:30:00 GMT-0800 (PST)
2003,Toyota,Matrix,XR,wagon,manual,2t1kr32e63c062215,FL,2.1,87215,blue,black,citgo financial corp,3700,3100,Fri Jun 05 2015 02:30:00 GMT-0700 (PDT)
2006,Toyota,Matrix,XR,Wagon,manual,2t1kr32e66c585917,GA,4.1,89036,red,gray,germain toyota of naples/germain scion of naples,5375,6400,Thu Jan 08 2015 02:00:00 GMT-0800 (PST)
2010,Toyota,Matrix,S,Hatchback,automatic,2t1ke4ee2ac044689,SC,3,126957,blue,black,ricks auto marketing center south,4075,5400,Thu May 21 2015 02:30:00 GMT-0700 (PDT)
2010,Toyota,Matrix,Base,Hatchback,automatic,2t1ku4ee9ac277987,PA,3.7,39119,silver,gray,alans autos,9075,9600,Fri Jan 16 2015 01:00:00 GMT-0800 (PST)
2003,Toyota,Prius,Base,Sedan,automatic,jt2bk18u430083512,CA,1.9,176221,blue,beige,mystique auto,1600,1200,Fri Feb 20 2015 07:00:00 GMT-0800 (PST)
2004,Toyota,Prius,Base,Hatchback,automatic,jtdkb20u340012988,MD,2.5,240688,white,beige,kia of waldorf,1825,2500,Tue May 26 2015 02:30:00 GMT-0700 (PDT)
2005,Toyota,Prius,Base,Hatchback,automatic,jtdkb20ux57026363,VA,2.6,259264,silver,gray,"3 amigos auto sales, inc",1525,2200,Thu Dec 18 2014 09:50:00 GMT-0800 (PST)
2005,Toyota,Prius,Base,Hatchback,automatic,jtdkb20u953037846,MA,2.8,192929,blue,tan,boch new to you superstore,3175,2500,Thu Mar 05 2015 10:30:00 GMT-0800 (PST)
2005,Toyota,Prius,Base,hatchback,automatic,jtdkb20u053076079,TX,3.1,150005,gray,tan,huffines chrysler jeep dodge lewisville,3150,3300,Thu Jun 18 2015 04:00:00 GMT-0700 (PDT)
2005,Toyota,Prius,Base,Hatchback,automatic,jtdkb20u657055651,CA,3.4,158982,blue,beige,ideal transportation,3325,3600,Wed Feb 25 2015 04:30:00 GMT-0800 (PST)
2007,Toyota,Prius,Touring,hatchback,automatic,jtdkb20u777564795,FL,2.1,92878,gold,tan,mercedes-benz of coconut creek,6875,6300,Tue Jun 02 2015 02:15:00 GMT-0700 (PDT)
2007,Toyota,Prius,Base,Hatchback,automatic,jtdkb20u073206610,FL,4.4,141705,gray,gray,dab auto world & leasing,5325,6300,Tue Dec 30 2014 12:15:00 GMT-0800 (PST)
2007,Toyota,Prius,Base,Hatchback,automatic,jtdkb20u677647408,FL,2.9,162272,black,tan,courtesy toyota of brandon,4300,4100,Thu Feb 05 2015 08:20:00 GMT-0800 (PST)
2007,Toyota,Prius,Base,Hatchback,automatic,jtdkb20u773249762,CA,2.5,171137,silver,gray,ge fleet services for itself/servicer,3975,3500,Tue Feb 17 2015 04:00:00 GMT-0800 (PST)
2008,Toyota,Prius,Base,Hatchback,NA,jtdkb20ux83426483,NC,3.5,83290,gold,beige,dt credit corporation,7500,9400,Tue Feb 17 2015 01:30:00 GMT-0800 (PST)
2008,Toyota,Prius,Base,Hatchback,automatic,jtdkb20u383389020,NJ,2.6,127319,white,gray,hamilton honda,5900,5150,Wed Feb 11 2015 01:30:00 GMT-0800 (PST)
2008,Toyota,Prius,Base,hatchback,automatic,jtdkb20u983430654,CA,3.4,111203,white,tan,newport lexus,6000,6750,Wed Jun 17 2015 05:15:00 GMT-0700 (PDT)
2010,Toyota,Prius,III,hatchback,automatic,jtdkn3du7a0168793,PA,3.9,87487,gray,gray,adcock brothers inc,10050,9800,Fri Jun 19 2015 02:00:00 GMT-0700 (PDT)
2010,Toyota,Prius,III,Hatchback,automatic,jtdkn3du6a1105744,FL,4.6,46592,blue,gray,autonation ford miami,12450,11900,Tue Mar 03 2015 01:15:00 GMT-0800 (PST)
2010,Toyota,Prius,III,Hatchback,automatic,jtdkn3du7a0245677,LA,3,106573,silver,gray,toyota of slidell,10850,11300,Wed Jan 07 2015 10:30:00 GMT-0800 (PST)
2010,Toyota,Prius,V,hatchback,automatic,jtdkn3du8a0040837,TN,3.5,86614,red,gray,wholesale inc # 2,9275,10500,Tue Jun 16 2015 03:30:00 GMT-0700 (PDT)
2011,Toyota,Prius,Three,Hatchback,automatic,jtdkn3du0b1449099,FL,2.7,39187,white,gray,world omni financial corporation,12600,12400,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT)
2011,Toyota,Prius,Three,Hatchback,automatic,jtdkn3du5b0276010,TN,4.3,54780,blue,gray,beaman motor company,12450,12600,Wed Feb 04 2015 02:30:00 GMT-0800 (PST)
2011,Toyota,Prius,Three,Hatchback,automatic,jtdkn3du6b5318350,CA,2.1,216613,white,gray,ge fleet services for itself/servicer,9975,7000,Wed Feb 18 2015 04:30:00 GMT-0800 (PST)
2011,Toyota,Prius,Three,Hatchback,automatic,jtdkn3du2b1436242,FL,4.2,28144,silver,gray,world omni financial corporation,13500,13800,Tue Mar 03 2015 01:30:00 GMT-0800 (PST)
2012,Toyota,Prius,Three,hatchback,automatic,jtdkn3du0c5441983,MA,3.2,52856,black,black,verc car rental,11950,10350,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)
2012,Toyota,Prius,Three,Hatchback,automatic,jtdkn3du1c0334860,MA,2.6,51668,silver,black,the hertz corporation,12500,7600,Tue May 05 2015 02:30:00 GMT-0700 (PDT)
2012,Toyota,Prius,Three,hatchback,automatic,jtdkn3du8c5405412,CA,3.1,44121,silver,gray,toyota financial services,12950,12900,Wed Jun 03 2015 05:30:00 GMT-0700 (PDT)
2012,Toyota,Prius,Three,Hatchback,automatic,jtdkn3du5c1613464,TX,4.9,43988,gray,gray,hopper motorplex inc,14050,14500,Wed Jan 21 2015 02:15:00 GMT-0800 (PST)
2012,Toyota,Prius,Three,Hatchback,automatic,jtdkn3du6c5417817,OH,3.7,69710,black,gray,toyota financial services,12400,11900,Tue Jun 09 2015 02:30:00 GMT-0700 (PDT)
2013,Toyota,Prius,Two,Hatchback,automatic,jtdkn3du6d1670435,CA,3.5,26937,gray,gray,toyota financial services,16400,16500,Wed Mar 04 2015 04:30:00 GMT-0800 (PST)
2013,Toyota,Prius,Two,Hatchback,automatic,jtdkn3du9d0340407,WI,4.1,10456,white,beige,toyota financial services,16800,15400,Wed Feb 11 2015 02:00:00 GMT-0800 (PST)
2013,Toyota,Prius,Two,Hatchback,automatic,jtdkn3du2d5597833,PA,3.7,56567,black,gray,the hertz corporation,10950,11100,Fri May 22 2015 02:00:00 GMT-0700 (PDT)
2013,Toyota,Prius,Two,Hatchback,automatic,jtdkn3du5d5604029,IN,4.8,65098,silver,gray,ge fleet services for itself/servicer,13600,12500,Thu Feb 12 2015 02:00:00 GMT-0800 (PST)
2013,Toyota,Prius,Two,Hatchback,automatic,jtdkn3du4d5574764,TX,3.5,53056,silver,gray,the hertz corporation,11250,11200,Wed Jun 03 2015 03:05:00 GMT-0700 (PDT)
2013,Toyota,Prius,Two,hatchback,automatic,jtdkn3du5d5613345,AZ,3.2,53074,black,gray,right toyota,11500,12200,Thu Jun 18 2015 05:00:00 GMT-0700 (PDT)
2013,Toyota,Prius,Two,Hatchback,automatic,jtdkn3du0d1677185,CA,3.3,44434,silver,gray,toyota financial services/avis budget group-open,15400,15900,Wed Feb 25 2015 04:30:00 GMT-0800 (PST)
2013,Toyota,Prius,Two,Hatchback,automatic,jtdkn3du3d1651941,FL,4,60396,gray,gray,the hertz corporation,12900,13500,Fri Feb 27 2015 01:30:00 GMT-0800 (PST)
2013,Toyota,Prius,Two,Hatchback,automatic,jtdkn3du7d5561023,CA,3.7,59288,gray,gray,the hertz corporation,14250,14900,Wed Feb 04 2015 04:30:00 GMT-0800 (PST)
2014,Toyota,Prius,Two,hatchback,automatic,jtdkn3du7e1735813,MN,3.4,20848,black,black,toyota financial services,14600,14000,Wed Jun 17 2015 03:30:00 GMT-0700 (PDT)
2014,Toyota,Prius,Two,Hatchback,automatic,jtdkn3du4e1787383,WI,4.9,4360,black,gray,napletons auto werks inc,21500,20600,Wed Feb 25 2015 02:00:00 GMT-0800 (PST)
2014,Toyota,Prius,Two,Hatchback,automatic,jtdkn3du7e1760758,CA,3.9,35159,black,gray,avis rac/san leandro,15000,18100,Wed Feb 11 2015 04:30:00 GMT-0800 (PST)
2012,Toyota,Prius Plug-in,Base,Hatchback,automatic,jtdkn3dp0c3012140,MA,2.5,34153,gray,gray,boch toyota/scion south,15950,14300,Tue Mar 03 2015 02:00:00 GMT-0800 (PST)
2012,Toyota,Prius Plug-in,Advanced,hatchback,automatic,jtdkn3dp7c3023006,CA,3.2,26594,gray,black,toyota financial services,20600,21750,Wed Jun 03 2015 05:30:00 GMT-0700 (PDT)
2012,Toyota,Prius c,Two,Hatchback,automatic,jtdkdtb39c1508505,NV,4.2,25176,white,gray,unique autos,13750,14800,Fri Jan 16 2015 04:00:00 GMT-0800 (PST)
